iter,rec,pre,oa,f1_score,iou,kc
500,0.8830668674271481,0.850892342633528,0.9861600995063782,0.866681097418484,0.7647283526678373,0.8593849519391246
1000,0.9037777145627646,0.8648956228192791,0.9879063218832016,0.8839092813871043,0.7919690278274584,0.8775334247366953
1500,0.8971030379526526,0.8913513203239721,0.989187702536583,0.8942179302985176,0.8086746519048922,0.8885206737944059
2000,0.9114160707351622,0.8752360437321883,0.9888688772916794,0.8929597312031805,0.8066190150189285,0.8870914561350492
2500,0.9240632497895744,0.8753766653878505,0.9894299507141113,0.8990613127846506,0.8166315919542116,0.8934885897986551
3000,0.9117994072251835,0.8712556996294742,0.9886431694030762,0.8910666051876232,0.8035348284721687,0.8850791781411576
3500,0.9040711037268175,0.8964203727255721,0.9897915795445442,0.9002294833075742,0.8185612085828835,0.894850167055392
4000,0.9005505800139967,0.908928611495898,0.9903372302651405,0.9047202002814207,0.8260174254230556,0.8996308575028689
4500,0.9073968146946142,0.8969637107220845,0.9899726584553719,0.9021500997622617,0.8217426622408965,0.8968658492066348
5000,0.9119371802025205,0.9029111521883781,0.9905185401439667,0.9074017210191064,0.8304989477609952,0.9024053149843826
5500,0.912401396158006,0.901700214743732,0.9904705137014389,0.90701924291794,0.8298583822641279,0.9019973295837472
6000,0.9102939961256835,0.9036304282019323,0.9904847145080566,0.9069499726413452,0.8297424179504219,0.9019360352168918
6500,0.9252366601899716,0.8953500385814919,0.9906823560595512,0.910048041059638,0.8349432592830748,0.9051361445279433
7000,0.9180629587405035,0.8971164408406029,0.9904624745249748,0.9074688421463357,0.8306114069360792,0.9024416641033647
7500,0.9182554313924943,0.8916383888413765,0.9901508018374443,0.9047511895320459,0.8260690912282147,0.8995592789754543
8000,0.9001182478260902,0.9237323203873834,0.9911258965730667,0.91177241401073,0.8378508556019273,0.9071012269057668
8500,0.9096082026111051,0.9142607152239142,0.991049736738205,0.9119285248634226,0.8381145409118964,0.9072138600145955
9000,0.9002453441289625,0.9224678095057685,0.9910637810826302,0.9112211089939072,0.8369202567399959,0.9065169453293436
9500,0.9050375621495802,0.9155845472113714,0.9909116476774216,0.9102805049872358,0.8353346977394155,0.9054940623451218
10000,0.9010579414347841,0.9184182449468128,0.9908822923898697,0.9096552726130175,0.8342822685014597,0.90485461139682
10500,0.9282202788074594,0.8975145002569559,0.9909439459443092,0.9126091798384438,0.839265113257858,0.9078351438930418
11000,0.9073852604852621,0.9183658908490947,0.99117311835289,0.9128425552188278,0.8396599403341887,0.9081938852208459
11500,0.9104756458473953,0.9116963817591217,0.9909470900893211,0.9110856048967053,0.8366916710750981,0.9063163592759483
12000,0.9024875920223303,0.9220708950122092,0.9911469519138336,0.912174148021916,0.8385295737945868,0.9075132461620482
12500,0.9053079891507436,0.9168759915094941,0.9909951016306877,0.9110552710196671,0.8366405077994747,0.906312953273314
13000,0.9202140892613861,0.9019753448882905,0.9908409789204597,0.9110034390249077,0.8365530908648519,0.9061760061711217
13500,0.8945184051973466,0.9258328242060794,0.9909761026501656,0.9099062730433518,0.8347046226783194,0.9051579300186233
14000,0.8958058951331184,0.927545048196588,0.9911274239420891,0.9113992292220937,0.8372208193191104,0.906730595239393
14500,0.8975545296522695,0.9296136855360545,0.9913192391395569,0.9133028555815018,0.840439178728328,0.908735208410889
15000,0.9116917629456506,0.9154430613231841,0.9912115335464478,0.9135635612309891,0.8408808179023379,0.9089339906100989
15500,0.9137694730476128,0.911786364858266,0.9911036714911461,0.912776841823988,0.8395487485341234,0.9080896478595971
16000,0.907513234323022,0.9194550755631002,0.9912386909127235,0.9134451264685574,0.8406801614167387,0.9088311497096504
16500,0.9039448849588326,0.9227511075717387,0.9912517294287682,0.9132511892403585,0.8403516803501194,0.9086452994081159
17000,0.9114742805493661,0.9237153066961209,0.991655707359314,0.9175539687613321,0.8476671744191756,0.9131596450786059
17500,0.91040558931221,0.9211101239501879,0.9914637580513954,0.9157265746004235,0.844553184786356,0.9112309197839044
18000,0.9030982100482132,0.9244037463084317,0.9913013428449631,0.9136267851853255,0.8409879521386966,0.9090474883127724
18500,0.910597330685128,0.9170940678304391,0.9912521541118622,0.913834152561889,0.8413394277838024,0.9092263900869826
19000,0.9090487741203261,0.9186255506347495,0.9912645816802979,0.9138120718438565,0.841301995866495,0.9092113396478517
19500,0.9065597926677572,0.9264625170317342,0.9915742799639702,0.916403104218007,0.8457048075582311,0.9119672211922036
20000,0.903561987236255,0.9265829976358317,0.9914401471614838,0.91492770420227,0.8431951564385192,0.9104218021328241
20500,0.9005037781533302,0.9299479674059977,0.9914758428931236,0.9149890568453324,0.8432993810965659,0.9105032399768926
21000,0.9021471084859818,0.924949368534985,0.9912861809134483,0.9134059518086366,0.8406137999089922,0.9088189663412252
21500,0.9043965229142641,0.9238711840420917,0.9913333430886269,0.9140301316805984,0.8416717243684769,0.9094673321754904
22000,0.9037278413299918,0.9212123687843111,0.9911582618951797,0.9123863465047872,0.8388882794664211,0.9077310023110323
22500,0.8933697120296139,0.9337711939028089,0.9913401678204536,0.9131237770332687,0.8401359398044528,0.9085690827465616
23000,0.9023047722541019,0.9219958423686841,0.9911343678832054,0.9120440369305277,0.8383096999232942,0.9073765311625026
23500,0.8961854289719605,0.9278535814728498,0.9911616146564484,0.9117446010462672,0.8378038849362328,0.9070939390687994
24000,0.9047734241484438,0.923663904441956,0.9913397654891014,0.9141210808997671,0.841825976009567,0.9095615535880035
24500,0.9099096358449601,0.9197329571628021,0.9913653060793877,0.9147949258777046,0.8429696355940678,0.910247280508194
25000,0.8950580891531569,0.9336600430198606,0.99141426384449,0.9139516465897282,0.8415386328977458,0.9094354848301772
25500,0.8987196034712355,0.9295850180747898,0.9913725778460503,0.9138917760110746,0.8414371200087638,0.9093519292364114
26000,0.91142908750266,0.9204898883786664,0.9914774671196938,0.9159370802595388,0.844911364073615,0.9114483854419893
26500,0.8973807777445452,0.9283601745634439,0.9912446588277817,0.9126076450480676,0.8392625172432896,0.9080005205629035
27000,0.8893840948264199,0.9322120758914474,0.991070382297039,0.9102946159315183,0.8353584640766643,0.905598678525401
27500,0.8985470216100279,0.9265607981402627,0.9912037327885628,0.9123389166383091,0.8388080906770111,0.9077096123866953
28000,0.9075261048347053,0.9196114697635265,0.9912478402256966,0.9135288187582974,0.8408219514062458,0.9089196843129671
28500,0.906427723667189,0.9209142052191899,0.9912678077816963,0.9136135427465603,0.840965511532906,0.9090153356220171
29000,0.8989604867978532,0.928647780844651,0.9913341999053955,0.9135630166618955,0.8408798951734419,0.9090027224771872
29500,0.9018047236240436,0.9281206851420546,0.9914398640394211,0.9147734808695387,0.8429332169310622,0.9102680842374683
30000,0.9021443296255047,0.9248850802814902,0.9912825971841812,0.9133731796617879,0.8405582878743054,0.9087842957331257
30500,0.903694495004267,0.921691744133612,0.9911826997995377,0.9126043983522241,0.8392570256577429,0.9079620156971187
31000,0.89825538751575,0.926335093845818,0.9911780208349228,0.9120791730437889,0.8383690710247799,0.9074363529519083
31500,0.911254896827492,0.9194303935136201,0.9914112463593483,0.9153243900541749,0.8438692468616413,0.9108006806881882
32000,0.9124081239254768,0.9166809321626076,0.9913132190704346,0.9145395373383763,0.8425360193183475,0.9099636075798133
32500,0.9027969230701728,0.9271992258825834,0.9914372488856316,0.9148353767617163,0.8430383346185016,0.9103282200715448
33000,0.9195762676539909,0.9110512867549571,0.9913294091820717,0.9152939273723348,0.843817463983644,0.9107248854006128
33500,0.9087815647470835,0.9193638832935768,0.9912926480174065,0.9140420958594418,0.8416920143721659,0.9094563082908751
34000,0.9144450286551705,0.9177995242460563,0.9914694875478745,0.9161192057249694,0.8452213661906695,0.9116254620997815
34500,0.9125725154610678,0.9199314721111543,0.9915000274777412,0.9162372177628814,0.8454222942326654,0.9117601443363141
35000,0.9053185195693936,0.925254980896145,0.9914510995149612,0.9151781879461055,0.8436207474602652,0.910677465376912
35500,0.9094828613780077,0.920246812364592,0.9913735911250114,0.9148331757350937,0.8430345964131397,0.9102900453939146
36000,0.9044235802399619,0.9254014312351662,0.9914170727133751,0.9147922564706623,0.8429651022352215,0.9102738168559257
36500,0.9009239711086264,0.9295543935302163,0.9914747402071953,0.9150152788022113,0.8433439300343913,0.9105287112939846
37000,0.9104684793124806,0.9214483658784031,0.991485171020031,0.9159255177424414,0.8448916866256724,0.9114411839458627
37500,0.9011164437606173,0.9310592136212047,0.991563618183136,0.9158431552439869,0.8447515317307204,0.9114036281034797
38000,0.9028288068377518,0.9299263237863732,0.9915842115879059,0.9161772452004143,0.8453201791005288,0.9117479702712217
38500,0.908702879118838,0.9252806547414277,0.9916109666228294,0.9169168418723231,0.8465802787086035,0.9124996824618382
39000,0.896853671788789,0.9349238700651541,0.9915653839707375,0.9154931606621642,0.8441561892049794,0.9110563512481259
39500,0.9082418807912732,0.9222611277718348,0.9914256632328033,0.9151978197792662,0.8436541117506265,0.9106826522677118
40000,0.9101467165203987,0.9195969718656712,0.9913688749074936,0.9148474398661727,0.8430588227643757,0.9103016145104447
40500,0.9060574039446656,0.9194133225052137,0.9911687448620796,0.9126865044407336,0.8393959131090226,0.9080359368200998
41000,0.9056268268265341,0.9259963950577627,0.9915054589509964,0.9156983454776769,0.8445051629853665,0.9112263193076803
41500,0.9044778411471721,0.9271896887667073,0.9915156438946724,0.9156929566459693,0.8444959960912028,0.9112267330771219
42000,0.9122002944129548,0.9204986469286698,0.9915138408541679,0.9163306834458836,0.8455814605507692,0.911861028153139
42500,0.9097600161466419,0.9210078305152303,0.9914280995726585,0.915349371345467,0.8439117142087701,0.9108350254641263
43000,0.9118716575975874,0.921677055315211,0.9915630668401718,0.9167481379480705,0.8462926952292865,0.9123046414248391
43500,0.9037867824232687,0.9283819273978821,0.9915469735860825,0.9159192715443222,0.8448810568278348,0.9114699024027394
44000,0.9123333872042251,0.918775654907589,0.9914253503084183,0.9155431883574693,0.84424126302529,0.9110266437249592
44500,0.9074640923693222,0.9223208648948842,0.9913926273584366,0.9148321645255193,0.8430328789882686,0.9102997456153966
45000,0.9083512801405811,0.92491010696322,0.9915744662284851,0.9165559102319465,0.8459651207550223,0.9121195297575996
45500,0.9084896381411763,0.9234224999914521,0.9915003329515457,0.9158952063321257,0.8448401037259125,0.9114195124387896
46000,0.9058549858972831,0.9270988414022443,0.9915754124522209,0.9163538059669639,0.8456208410205774,0.9119187662345
46500,0.9092688891212731,0.9239725354531428,0.9915665984153748,0.9165617464541882,0.8459750645267692,0.9121209055511061
47000,0.9123070611576002,0.9181304651420201,0.9913885816931725,0.9152094997814956,0.8436739624813723,0.9106734957089279
47500,0.9107124340112046,0.9239622713741485,0.9916335269808769,0.9172895081920605,0.8472158671523958,0.9128836679436013
48000,0.9149183124711602,0.9156485723845933,0.9913721457123756,0.9152832967682055,0.8437993939258235,0.9107379111222507
48500,0.9143697069106603,0.9130410082244277,0.9912014901638031,0.9137048745233701,0.8411202932743226,0.9090693044867932
49000,0.9173174928535752,0.9162607021745536,0.9915172010660172,0.9167887929711377,0.8463619901845328,0.9123195932035153
49500,0.9122276442502817,0.9210763877454369,0.9915467798709869,0.9166306610397954,0.8460924894916803,0.9121784385223645
50000,0.9115582313869366,0.9191622899519833,0.9914106130599976,0.9153444686067211,0.8439033795650572,0.9108203377034918
50500,0.9106100549409968,0.9231892251842369,0.9915867000818253,0.9168564958849188,0.8464773987948925,0.9124258875540463
51000,0.9087843436075606,0.923973826360229,0.9915440157055855,0.9163161414952027,0.845556694698287,0.9118634922799241
51500,0.9119934886911347,0.9208851099424233,0.9915253967046738,0.9164177318958557,0.8457297234101451,0.9119542540192498
52000,0.9097099966580546,0.9253932703291459,0.9916642233729362,0.9174846168091806,0.8475488025905049,0.9130953450577799
52500,0.9114271861770704,0.9209149605291528,0.991500660777092,0.9161465097468228,0.8452678503003394,0.9116700969027047
53000,0.9035394638408093,0.9314897347385639,0.9917007610201836,0.9173017368339113,0.8472367307133981,0.9129339656104544
53500,0.910443469568187,0.9232712747417884,0.9915833845734596,0.9168125035116824,0.8464024063091377,0.9123801898377217
54000,0.9224349838058249,0.9105268036004156,0.9914311096072197,0.9164422118394887,0.8457714224870975,0.9119264083666456
54500,0.9134083674414081,0.921648202305508,0.9916331171989441,0.9175097854768436,0.847591759414668,0.9131029425529017
55000,0.9099239689147892,0.92520348972952,0.991663970053196,0.917500119637926,0.8475752619307827,0.9131106463547388
55500,0.9112706924554669,0.9238244694913116,0.9916521310806274,0.9175046411517566,0.8475829791344011,0.9131084845330011
56000,0.9108345576163812,0.9232455730716329,0.9916002526879311,0.9169980733661067,0.8467187830554028,0.9125745745023788
56500,0.9183316306718919,0.9164730388146546,0.9915759712457657,0.9174013933995572,0.8474067745942929,0.912963056019464
57000,0.9112094112691568,0.9239619479024512,0.9916567429900169,0.9175413711375028,0.8476456713192837,0.913147675255055
57500,0.911041070826572,0.9246684773806964,0.9916872531175613,0.9178041925152851,0.8480943893586914,0.9134267050865631
58000,0.9120148420400639,0.922025550413272,0.991588793694973,0.9169928755955232,0.8467099199368228,0.9125629602468636
58500,0.9120500896913782,0.9205323860714237,0.9915086999535561,0.9162716072910099,0.8454808542946917,0.9117992725700597
59000,0.9085142091180263,0.9240201481629572,0.9915338978171349,0.9162015771021877,0.8453616076064113,0.9117436546485694
59500,0.9102688401255753,0.9242154698479008,0.991626538336277,0.9171891405020804,0.8470446453846656,0.9127797349074076
60000,0.9070553073675636,0.9266039721282571,0.991605132818222,0.9167254354668317,0.8462540019684575,0.9123057301222024
60500,0.9131489096263383,0.9208746111525813,0.9915786236524582,0.9169954883887476,0.8467143752009648,0.9125598668272622
61000,0.9109284538493434,0.9265274190587577,0.9917826727032661,0.9186617232406633,0.8495599785793224,0.9143348045775644
61500,0.9139252354901435,0.9210687252213086,0.9916254281997681,0.9174830758288905,0.8475461725750048,0.9130720196248603
62000,0.9181779158107655,0.9193339851864262,0.9917276799678802,0.918755586828461,0.8497205401816036,0.9143975610739222
62500,0.9131961502544486,0.9234051042756284,0.9917192608118057,0.918272253457183,0.8488940552666463,0.9139110792978627
63000,0.9109732081286057,0.9258458675814393,0.9917479008436203,0.9183493261547726,0.849025797663561,0.9140039782216018
