iter,ce_loss,ds_loss,final_loss
10,0.468040,0.285351,1.461797
20,0.194457,0.075708,0.949816
30,0.303833,0.208274,1.177404
40,0.321575,0.217107,1.157443
50,0.093909,0.087346,0.773516
60,0.243884,0.208905,1.061122
70,0.688575,0.426382,1.854535
80,0.295473,0.216882,1.113698
90,0.198958,0.174184,0.900793
100,0.206833,0.135573,0.878995
110,0.124577,0.099425,0.680782
120,0.244165,0.168161,0.902413
130,0.119225,0.099288,0.670442
140,0.161313,0.118545,0.744060
150,0.134456,0.087016,0.641979
160,0.131434,0.087561,0.609730
170,0.094534,0.057420,0.709270
180,0.099060,0.075162,0.520443
190,0.091157,0.055854,0.556602
200,0.151965,0.099834,0.602366
210,0.071701,0.067942,0.486748
220,0.056789,0.042385,0.414814
230,0.204434,0.141684,0.790089
240,0.130490,0.097541,0.591093
250,0.136700,0.096597,0.574977
260,0.097095,0.066013,0.486926
270,0.135614,0.093291,0.567885
280,0.071803,0.049510,0.480248
290,0.279568,0.181193,0.919722
300,0.114785,0.074354,0.498524
310,0.066164,0.053997,0.438723
320,0.058594,0.045708,0.441974
330,0.072732,0.051277,0.430554
340,0.126598,0.077822,0.618944
350,0.065482,0.050076,0.411365
360,0.087449,0.057686,0.468699
370,0.108380,0.073470,0.628640
380,0.135403,0.097145,0.550563
390,0.239699,0.179288,0.800311
400,0.104822,0.074062,0.483122
410,0.161152,0.122274,0.609951
420,0.074116,0.053945,0.428453
430,0.139736,0.096210,0.552243
440,0.110054,0.077058,0.489588
450,0.132347,0.092387,0.543291
460,0.074759,0.060111,0.425415
470,0.102077,0.074825,0.442604
480,0.124915,0.092109,0.505653
490,0.032186,0.024998,0.244141
500,0.099873,0.066734,0.644247
510,0.075430,0.050917,0.389139
520,0.097301,0.072366,0.595695
530,0.072242,0.046299,0.414077
540,0.069176,0.050860,0.371008
550,0.063729,0.049142,0.339992
560,0.194897,0.144469,0.658728
570,0.134700,0.104097,0.527912
580,0.087081,0.065751,0.489828
590,0.060607,0.045144,0.355512
600,0.055210,0.040205,0.356108
610,0.078338,0.054218,0.404504
620,0.093852,0.073810,0.426307
630,0.107904,0.083477,0.445056
640,0.031762,0.022497,0.282175
650,0.092979,0.067337,0.399375
660,0.042958,0.031054,0.336005
670,0.036516,0.027847,0.303553
680,0.093129,0.072740,0.427014
690,0.062169,0.048473,0.475640
700,0.214300,0.156119,0.654709
710,0.087133,0.061731,0.389880
720,0.059400,0.044637,0.379789
730,0.114903,0.088928,0.430054
740,0.077292,0.054443,0.361002
750,0.113805,0.090993,0.438510
760,0.162652,0.136278,0.568470
770,0.103966,0.071884,0.449524
780,0.025844,0.019517,0.290411
790,0.034215,0.021900,0.328249
800,0.022364,0.018439,0.311569
810,0.083067,0.060689,0.398879
820,0.079015,0.061523,0.408213
830,0.047859,0.032219,0.393074
840,0.092074,0.073401,0.395548
850,0.263886,0.190544,0.839197
860,0.030152,0.025942,0.332251
870,0.132672,0.100724,0.487783
880,0.070830,0.056307,0.311969
890,0.088469,0.068477,0.398131
900,0.124024,0.098310,0.479287
910,0.041882,0.030890,0.288604
920,0.018363,0.014556,0.239324
930,0.088624,0.071845,0.383270
940,0.040170,0.029401,0.294719
950,0.038613,0.025622,0.356544
960,0.031260,0.023040,0.293032
970,0.071164,0.054207,0.339263
980,0.083765,0.064444,0.369342
990,0.108307,0.080250,0.456598
1000,0.044649,0.033654,0.303429
1010,0.102500,0.077456,0.431836
1020,0.102363,0.073977,0.420058
1030,0.133759,0.107334,0.482910
1040,0.131969,0.098570,0.475979
1050,0.069803,0.054973,0.329169
1060,0.019197,0.012058,0.285456
1070,0.024098,0.016763,0.287053
1080,0.057199,0.041705,0.277437
1090,0.096940,0.062314,0.426534
1100,0.023742,0.018267,0.315278
1110,0.038017,0.028750,0.277908
1120,0.100914,0.074186,0.483110
1130,0.056871,0.037810,0.347114
1140,0.076486,0.053699,0.361448
1150,0.036175,0.026165,0.373035
1160,0.035575,0.027061,0.324835
1170,0.037630,0.027846,0.314535
1180,0.031854,0.023573,0.297682
1190,0.080472,0.059725,0.371550
1200,0.023042,0.016717,0.205173
1210,0.041448,0.029977,0.238995
1220,0.082593,0.060407,0.363809
1230,0.072699,0.051554,0.307078
1240,0.056190,0.040517,0.302730
1250,0.075529,0.057181,0.328828
1260,0.064301,0.045712,0.306151
1270,0.013147,0.014383,0.459740
1280,0.050411,0.037765,0.270176
1290,0.059704,0.046473,0.300754
1300,0.017278,0.010655,0.226676
1310,0.036847,0.028124,0.219369
1320,0.112801,0.086548,0.436959
1330,0.055079,0.039129,0.268415
1340,0.053372,0.037584,0.305335
1350,0.062475,0.046375,0.289690
1360,0.046566,0.034057,0.288676
1370,0.041906,0.031158,0.259956
1380,0.069433,0.048473,0.342873
1390,0.088286,0.064822,0.350142
1400,0.040959,0.030521,0.249452
1410,0.114258,0.084098,0.469795
1420,0.025770,0.019335,0.258265
1430,0.026394,0.019640,0.286998
1440,0.033443,0.026765,0.450961
1450,0.053294,0.039631,0.262809
1460,0.037244,0.028436,0.204252
1470,0.021343,0.016986,0.188161
1480,0.048355,0.037656,0.226629
1490,0.063667,0.049430,0.290462
1500,0.113784,0.086053,0.408863
1510,0.076582,0.056637,0.323905
1520,0.032051,0.024254,0.231503
1530,0.062102,0.044100,0.276556
1540,0.093186,0.073792,0.372910
1550,0.110920,0.072181,0.613149
1560,0.043956,0.032323,0.241148
1570,0.060431,0.043222,0.306078
1580,0.014639,0.010785,0.236006
1590,0.015905,0.011588,0.204222
1600,0.022309,0.021080,0.254832
1610,0.026976,0.020034,0.237307
1620,0.066015,0.049545,0.305541
1630,0.037922,0.028522,0.267115
1640,0.030872,0.021648,0.324625
1650,0.114882,0.082070,0.405858
1660,0.046027,0.040248,0.216869
1670,0.051947,0.036603,0.341156
1680,0.024239,0.030022,0.279353
1690,0.048516,0.034429,0.314465
1700,0.037765,0.026817,0.225268
1710,0.065434,0.047311,0.296878
1720,0.063042,0.044404,0.288276
1730,0.133081,0.102484,0.448837
1740,0.071999,0.053623,0.268701
1750,0.068572,0.049559,0.285347
1760,0.104950,0.078531,0.363641
1770,0.039442,0.030843,0.237247
1780,0.027555,0.021259,0.293864
1790,0.041780,0.031693,0.250635
1800,0.002613,0.002362,0.007432
1810,0.055174,0.041050,0.278979
1820,0.048273,0.037734,0.279377
1830,0.054082,0.039963,0.255538
1840,0.050015,0.035992,0.263969
1850,0.064463,0.046752,0.297282
1860,0.037104,0.027907,0.210829
1870,0.061091,0.045770,0.304398
1880,0.057740,0.046131,0.284208
1890,0.057860,0.044001,0.262026
1900,0.021109,0.015246,0.198266
1910,0.032914,0.025558,0.165911
1920,0.033783,0.025049,0.175994
1930,0.045957,0.033887,0.260564
1940,0.015190,0.010812,0.208253
1950,0.073286,0.061117,0.337284
1960,0.035799,0.027121,0.183550
1970,0.061468,0.046273,0.272518
1980,0.074263,0.051909,0.309569
1990,0.040565,0.026758,0.273635
2000,0.049413,0.035435,0.255856
2010,0.044442,0.031805,0.231796
2020,0.032471,0.023861,0.223701
2030,0.111208,0.088202,0.412972
2040,0.037008,0.026852,0.248210
2050,0.018045,0.013382,0.171909
2060,0.017880,0.013978,0.221510
2070,0.071126,0.052941,0.291376
2080,0.077288,0.059281,0.326481
2090,0.038879,0.028114,0.231468
2100,0.055378,0.042182,0.246554
2110,0.084468,0.063139,0.350948
2120,0.013542,0.011393,0.220647
2130,0.047225,0.035284,0.248218
2140,0.055496,0.042205,0.287069
2150,0.062478,0.045663,0.280241
2160,0.018440,0.014711,0.124576
2170,0.106093,0.079123,0.395837
2180,0.053044,0.038407,0.257263
2190,0.031382,0.023649,0.212372
2200,0.045655,0.033957,0.248096
2210,0.127917,0.098234,0.478322
2220,0.074181,0.056046,0.314796
2230,0.025130,0.018070,0.203055
2240,0.054403,0.040810,0.243109
2250,0.083327,0.060159,0.348081
2260,0.049848,0.035817,0.238765
2270,0.027334,0.018749,0.210021
2280,0.051568,0.039182,0.248574
2290,0.071310,0.051737,0.306148
2300,0.048852,0.037763,0.239316
2310,0.037059,0.029565,0.256759
2320,0.004642,0.003477,0.239982
2330,0.071577,0.055415,0.335412
2340,0.049202,0.037547,0.249956
2350,0.050844,0.037479,0.244808
2360,0.037040,0.042896,0.428004
2370,0.017016,0.012019,0.299320
2380,0.085125,0.067054,0.335033
2390,0.040506,0.030025,0.221831
2400,0.051981,0.040894,0.290739
2410,0.059403,0.043021,0.261118
2420,0.106631,0.079271,0.359657
2430,0.029806,0.020450,0.239441
2440,0.060108,0.044492,0.285310
2450,0.086740,0.064555,0.340520
2460,0.018201,0.013118,0.191843
2470,0.057085,0.042164,0.257299
2480,0.048210,0.035405,0.271551
2490,0.022036,0.015984,0.194324
2500,0.042493,0.032753,0.233696
2510,0.042503,0.032059,0.234583
2520,0.040724,0.028832,0.242726
2530,0.067516,0.050190,0.286262
2540,0.016377,0.012329,0.084611
2550,0.077152,0.058685,0.305097
2560,0.026307,0.017760,0.187906
2570,0.084605,0.060164,0.335836
2580,0.010568,0.007377,0.220897
2590,0.070219,0.052478,0.299236
2600,0.114950,0.084816,0.397105
2610,0.066836,0.049747,0.297256
2620,0.021055,0.014834,0.174109
2630,0.045806,0.030301,0.284401
2640,0.040823,0.028993,0.258977
2650,0.077875,0.058371,0.296633
2660,0.048562,0.036196,0.252971
2670,0.118847,0.090952,0.421605
2680,0.035012,0.026958,0.220040
2690,0.055823,0.041323,0.277146
2700,0.080693,0.058900,0.303233
2710,0.026728,0.019393,0.221376
2720,0.037419,0.029210,0.242184
2730,0.043535,0.033419,0.218106
2740,0.083551,0.064516,0.311621
2750,0.049979,0.035660,0.272345
2760,0.012979,0.010761,0.108321
2770,0.014267,0.011210,0.230903
2780,0.012318,0.009032,0.402010
2790,0.071493,0.054072,0.287949
2800,0.078348,0.057261,0.324158
2810,0.054128,0.040521,0.232753
2820,0.030454,0.021678,0.235508
2830,0.041953,0.031498,0.229519
2840,0.037817,0.028425,0.224089
2850,0.070923,0.052647,0.305459
2860,0.044236,0.033499,0.228647
2870,0.056013,0.041909,0.251803
2880,0.001432,0.001262,0.004128
2890,0.021889,0.016457,0.209338
2900,0.057108,0.042041,0.284430
2910,0.066958,0.049665,0.296442
2920,0.066085,0.048227,0.273934
2930,0.056612,0.041946,0.252262
2940,0.029599,0.022206,0.204302
2950,0.113166,0.085312,0.365609
2960,0.049923,0.037204,0.241007
2970,0.057230,0.043333,0.250513
2980,0.066033,0.049889,0.293665
2990,0.061765,0.050326,0.282553
3000,0.071449,0.060733,0.351464
3010,0.030858,0.022381,0.231044
3020,0.026344,0.019347,0.221422
3030,0.008620,0.005715,0.246654
3040,0.051481,0.039329,0.242494
3050,0.102170,0.070996,0.353254
3060,0.038563,0.029377,0.188182
3070,0.092522,0.068280,0.350346
3080,0.065881,0.050389,0.275411
3090,0.048645,0.036636,0.241507
3100,0.030169,0.022823,0.191902
3110,0.037138,0.027610,0.213192
3120,0.037375,0.027952,0.220024
3130,0.046584,0.033189,0.218354
3140,0.055463,0.039567,0.285040
3150,0.083907,0.060057,0.337075
3160,0.030035,0.022166,0.202116
3170,0.050308,0.037077,0.243139
3180,0.063915,0.047772,0.271930
3190,0.045164,0.033723,0.225207
3200,0.037179,0.028789,0.212528
3210,0.045381,0.032784,0.229214
3220,0.049437,0.037203,0.259393
3230,0.029571,0.022106,0.188696
3240,0.083649,0.058746,0.360634
3250,0.058351,0.043682,0.289549
3260,0.041897,0.030634,0.233252
3270,0.071640,0.054159,0.315968
3280,0.031578,0.023591,0.190766
3290,0.021113,0.016280,0.207276
3300,0.039933,0.029894,0.217072
3310,0.076432,0.059289,0.323246
3320,0.062277,0.046973,0.226809
3330,0.016858,0.012879,0.250493
3340,0.021272,0.015072,0.223377
3350,0.061720,0.046590,0.251064
3360,0.036096,0.027127,0.201826
3370,0.037155,0.027387,0.209742
3380,0.038352,0.027928,0.236279
3390,0.032015,0.024032,0.192006
3400,0.035847,0.026349,0.177110
3410,0.004737,0.003639,0.126841
3420,0.029006,0.022045,0.232170
3430,0.024869,0.020143,0.183165
3440,0.085555,0.062416,0.325598
3450,0.011758,0.008319,0.657876
3460,0.023601,0.017841,0.132740
3470,0.037033,0.027690,0.204310
3480,0.057564,0.044205,0.270887
3490,0.093732,0.068717,0.376861
3500,0.040821,0.029743,0.235100
3510,0.091004,0.069423,0.339348
3520,0.047944,0.038123,0.237867
3530,0.036294,0.028127,0.193225
3540,0.038409,0.028951,0.237492
3550,0.067777,0.049847,0.284768
3560,0.052878,0.039152,0.250653
3570,0.075693,0.064246,0.316163
3580,0.021912,0.016261,0.178879
3590,0.044952,0.032680,0.264813
3600,0.026958,0.019624,0.146671
3610,0.026706,0.019698,0.143144
3620,0.006015,0.004393,0.134584
3630,0.030528,0.022881,0.186550
3640,0.051012,0.042786,0.280442
3650,0.083706,0.063434,0.317095
3660,0.036762,0.028241,0.209465
3670,0.003782,0.002796,0.144501
3680,0.010278,0.007919,0.175139
3690,0.055697,0.041817,0.238121
3700,0.020545,0.014866,0.173649
3710,0.044679,0.033551,0.238553
3720,0.058260,0.043507,0.281869
3730,0.078366,0.060131,0.299256
3740,0.036185,0.027407,0.201282
3750,0.028568,0.020252,0.227947
3760,0.030878,0.022394,0.186986
3770,0.012973,0.008491,0.162987
3780,0.026278,0.019610,0.183480
3790,0.075841,0.057579,0.291046
3800,0.060384,0.044267,0.272083
3810,0.038040,0.029588,0.240560
3820,0.056968,0.040895,0.271591
3830,0.052591,0.039224,0.260418
3840,0.030075,0.022331,0.180036
3850,0.043514,0.031964,0.224043
3860,0.032426,0.024060,0.213937
3870,0.044258,0.033503,0.221935
3880,0.025417,0.019063,0.147036
3890,0.025945,0.020495,0.174969
3900,0.062356,0.048481,0.277064
3910,0.017469,0.012035,0.169121
3920,0.008335,0.005822,0.261953
3930,0.071983,0.054944,0.330090
3940,0.024935,0.018183,0.179600
3950,0.044446,0.032529,0.249801
3960,0.000740,0.000907,0.002727
3970,0.050209,0.037893,0.243740
3980,0.010219,0.007363,0.214573
3990,0.054377,0.039481,0.231480
4000,0.061382,0.044043,0.294575
4010,0.082643,0.064292,0.305618
4020,0.068170,0.053682,0.268703
4030,0.037649,0.027769,0.196586
4040,0.041061,0.030539,0.221212
4050,0.028413,0.021017,0.205769
4060,0.041455,0.032872,0.263861
4070,0.045816,0.033991,0.226028
4080,0.028374,0.021059,0.202363
4090,0.044365,0.033689,0.222811
4100,0.047792,0.035718,0.235223
4110,0.024495,0.018279,0.161439
4120,0.026399,0.019050,0.199639
4130,0.040673,0.030957,0.207310
4140,0.021311,0.015769,0.190112
4150,0.065746,0.049230,0.264063
4160,0.075069,0.056515,0.301016
4170,0.022057,0.016299,0.160962
4180,0.038424,0.028840,0.214275
4190,0.013770,0.012158,0.103811
4200,0.027580,0.021256,0.179937
4210,0.054030,0.040707,0.233251
4220,0.004021,0.003180,0.151029
4230,0.035193,0.025568,0.267550
4240,0.063675,0.046372,0.287656
4250,0.053934,0.039602,0.240561
4260,0.053700,0.043018,0.234346
4270,0.092432,0.071209,0.368521
4280,0.027402,0.020006,0.194648
4290,0.062844,0.046899,0.263331
4300,0.056311,0.042249,0.232215
4310,0.064138,0.049401,0.272894
4320,0.083278,0.064208,0.328236
4330,0.058427,0.045085,0.271527
4340,0.033338,0.026125,0.185361
4350,0.039430,0.029346,0.220449
4360,0.039025,0.028788,0.220967
4370,0.068125,0.052608,0.283116
4380,0.057850,0.043822,0.267079
4390,0.084312,0.064087,0.310592
